show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s5973,Movie,Rising Shadow,Omar Garcia,"Ahmed Kumar, Sofia Kumar, Diego Lopez, Hiroshi Petrov",United States,"December 6, 2021",2016,NR,84 min,Children & Family Movies,A hilarious story about family.
s6529,Movie,Silent Road,Anna Wilson,"Sofia Novak, Fatima Khan, Hiroshi Tanaka, Sofia Hassan",Mexico,"September 3, 2018",2017,PG-13,94 min,Comedies,A gripping story about ambition.
s4105,TV Show,Endless Road,,"Ahmed Hassan, Sofia Sharma, Elena Wilson, Omar Novak, Grace Wilson",,"February 5, 2021",2020,TV-PG,1 Season,Anime Series,A gripping story about revenge.
s7133,Movie,Secret Horizon,Chen Tanaka,"Omar Novak, Omar Brown, Chen Brown, Omar Khan, Sofia Brown",United States,"October 15, 2011",2008,TV-14,80 min,"Dramas, Independent Movies",A gripping story about love.
s2058,TV Show,Distant Summer,,"Aarav Petrov, Anna Wang, Liam Lopez",France,"January 25, 2013",2011,TV-Y7,6 Seasons,"British TV Shows, TV Dramas",A hilarious story about love.
s4468,Movie,Wild Summer Begins,Elena Hassan,"Fatima Hassan, Hiroshi Garcia, John Smith, Diego Ali, Ahmed Rossi, Sofia Brown, Raj Garcia, Fatima Tanaka",France,"November 15, 2021",2021,PG,75 min,Horror Movies,A gripping story about survival.
s2420,Movie,Lost Garden,Fatima Tanaka,"Anna Brown, Chen Sato, Diego Sharma, Grace Wang, John Tanaka, Ahmed Sato, Yuki Rossi, Grace Smith",United Kingdom,"May 27, 2021",2021,PG-13,93 min,Documentaries,A heartfelt story about ambition.
s7702,Movie,Endless Promise Begins,Raj Garcia,"Yuki Sharma, Chen Wilson, Omar Hassan",India,"August 25, 2011",2011,R,125 min,Documentaries,A sweeping story about revenge.
s3775,TV Show,Distant Night,,"John Petrov, John Novak, Ahmed Kumar, Chen Khan, Aarav Wang, Maria Tanaka, Fatima Sato",United States,"January 12, 2009",2008,TV-14,1 Season,Anime Series,A chilling story about revenge.
s693,TV Show,Last Story Forever,,"Anna Hassan, Chen Kumar, Elena Hassan, Hiroshi Hassan, Omar Ali",,"August 20, 2017",2012,TV-Y,6 Seasons,"British TV Shows, TV Dramas",A heartfelt story about family.
s199,Movie,Hidden Promise II,Chen Smith,"Ahmed Sato, Aarav Novak, Anna Ali, Hiroshi Garcia, Liam Smith, Hiroshi Novak, Yuki Wilson, Ahmed Sharma",France,"December 9, 2012",2010,G,80 min,"Dramas, International Movies",A gripping story about survival.
s82,Movie,Golden Dream,Elena Tanaka,"Fatima Tanaka, Aarav Garcia, Grace Garcia, Ahmed Sato, Aarav Sharma, Fatima Sato, John Brown",United States,"February 3, 2016",2015,TV-MA,127 min,"Dramas, Independent Movies",A chilling story about revenge.
s7018,Movie,Distant Dream II,Ahmed Wang,"Aarav Smith, Anna Sato, Anna Hassan, John Smith, Omar Smith, Yuki Wilson",South Korea,"November 3, 2015",2010,TV-14,100 min,Children & Family Movies,A hilarious story about survival.
s399,Movie,Last Journey Begins,Diego Smith,"Liam Rossi, Grace Kumar, Hiroshi Tanaka, Ahmed Garcia, Elena Garcia, Maria Lopez, Liam Brown",Mexico,"December 26, 2021",2017,TV-14,72 min,Action & Adventure,A heartfelt story about revenge.
s7361,TV Show,Broken Horizon,,"Diego Smith, Elena Lopez, Yuki Novak, Hiroshi Petrov, Grace Kumar, Grace Lopez, Ahmed Tanaka",Nigeria,"February 11, 2008",2007,TV-14,3 Seasons,Reality TV,A gripping story about love.
s818,Movie,Hidden Horizon Forever,Omar Kumar,"Aarav Wang, Hiroshi Smith, Hiroshi Kumar, Raj Smith, Omar Hassan, Elena Smith, Fatima Wilson, Raj Novak",Pakistan,"March 20, 2008",2004,PG,132 min,Comedies,A chilling story about ambition.
s404,Movie,Last Horizon Begins,Anna Novak,"Anna Brown, Elena Sato, Maria Tanaka, Maria Khan, Elena Wilson, Diego Sharma",Turkey,"May 4, 2008",2006,TV-14,112 min,Action & Adventure,A gripping story about survival.
s892,Movie,Frozen Horizon Returns,Anna Rossi,"Liam Wang, Omar Wilson, Diego Smith, Raj Hassan, Elena Kumar, Chen Khan",,"April 11, 2017",2016,NR,95 min,Children & Family Movies,A hilarious story about love.
s3416,Movie,Burning Heart,Grace Kumar,"Fatima Novak, John Smith, Diego Kumar, Maria Wang",United States,"February 25, 2021",2019,PG,103 min,Thrillers,A hilarious story about family.
s6568,Movie,Burning Empire Forever,Elena Brown,"Diego Kumar, Grace Petrov, Hiroshi Lopez",Egypt,"December 3, 2008",2000,R,150 min,Action & Adventure,A hilarious story about survival.
s8312,Movie,Secret Dream,Grace Lopez,"Liam Sato, Aarav Sharma, Hiroshi Smith",Turkey,"August 5, 2012",2012,PG,86 min,"Documentaries, International Movies",A gripping story about survival.
s5495,Movie,Dark Dream,Ahmed Brown,"John Hassan, Aarav Brown, Sofia Wang, John Lopez, Ahmed Rossi, Raj Garcia, Omar Petrov, Chen Sato",Turkey,"November 18, 2021",2019,TV-PG,90 min,"Comedies, International Movies",A chilling story about ambition.
s4,Movie,Hidden Empire,Maria Khan,"Ahmed Rossi, Anna Sato, Diego Wang, Elena Wang, Liam Petrov, Fatima Sato, Grace Brown",United States,"April 22, 2014",2012,PG,133 min,"Dramas, International Movies",A chilling story about family.
s5127,Movie,Crimson Summer,Ahmed Khan,"Ahmed Khan, Ahmed Sato, Elena Lopez, Ahmed Garcia",Japan ,"February 5, 2010",2009,G,103 min,Action & Adventure,A sweeping story about survival.
s3335,Movie,Distant Dream,Aarav Lopez,"Maria Brown, Fatima Wilson, Hiroshi Novak, Chen Novak, Omar Wilson, Grace Smith, Maria Brown",Australia,"October 7, 2013",2013,TV-PG,112 min,"Documentaries, International Movies",A sweeping story about love.
s384,Movie,Lost City Begins,Grace Smith,"Omar Wilson, Raj Hassan, Diego Hassan",India,"November 19, 2015",2014,TV-MA,99 min,Children & Family Movies,A sweeping story about love.
s4405,Movie,Wild Night,Diego Sato,"Chen Wang, Diego Smith, Raj Sato, Ahmed Smith, Elena Khan, Liam Tanaka, Omar Kumar",Mexico,"March 17, 2008",1998,TV-PG,103 min,Action & Adventure,A sweeping story about revenge.
s1787,Movie,Golden Heart,,"Diego Rossi, John Tanaka, Hiroshi Rossi, Yuki Petrov, Diego Tanaka, Grace Wang, Fatima Ali, Maria Smith",United States,"June 18, 2012",2010,TV-14,99 min,Action & Adventure,A heartfelt story about revenge.
s7091,Movie,Golden Shadow,John Khan,"Anna Khan, Sofia Sato, Chen Sharma, John Kumar, Chen Smith, Omar Rossi, Raj Novak, Fatima Hassan",,"October 24, 2011",2010,G,122 min,"Documentaries, International Movies",A gripping story about family.
s4751,Movie,Silent Horizon,Maria Kumar,"John Sharma, Elena Wang, Raj Sato, Sofia Smith",United States,"April 19, 2018",2017,TV-14,102 min,Comedies,A chilling story about family.
s6803,Movie,Golden Empire Returns,Diego Tanaka,"John Smith, Grace Smith, Raj Wang",United States,"June 18, 2008",2005,PG-13,72 min,Children & Family Movies,A heartfelt story about ambition.
s7629,Movie,Wild Dream,John Garcia,"Omar Khan, Yuki Sharma, Yuki Ali, Diego Garcia, Yuki Wilson",Japan,"January 8, 2012",2009,TV-MA,116 min,Horror Movies,A hilarious story about love.
s4157,TV Show,Broken Horizon,,,United States,"November 27, 2014",2009,TV-14,1 Season,Kids' TV,A gripping story about ambition.
s5533,TV Show,Rising Shadow,,"Anna Hassan, Yuki Sharma, John Wang",Mexico,"September 13, 2014",2014,TV-MA,8 Seasons,Docuseries,A hilarious story about revenge.
s3242,Movie,Distant Garden Begins,Sofia Lopez,"Fatima Lopez, Omar Petrov, Grace Lopez",Spain,"December 2, 2021",2021,R,94 min,Documentaries,A chilling story about revenge.
s3343,Movie,Silent Road,Chen Tanaka,"Raj Lopez, Raj Rossi, Yuki Garcia, Liam Garcia, Sofia Tanaka, Elena Novak, Omar Novak, Diego Smith",Mexico,"November 14, 2008",2006,TV-PG,117 min,"Dramas, Independent Movies",A chilling story about love.
s649,Movie,Broken Promise Forever,Chen Brown,"Diego Kumar, Hiroshi Smith, Ahmed Sharma, John Ali, Anna Petrov, Hiroshi Brown, Maria Kumar, Aarav Petrov",India,"January 1, 2021",2016,TV-14,151 min,Horror Movies,A gripping story about family.
s1621,TV Show,Frozen City,,,United States,"June 23, 2013",2012,TV-14,3 Seasons,Reality TV,A chilling story about ambition.
s5219,TV Show,Burning Story Forever,,"Fatima Khan, Sofia Sharma, John Kumar, Maria Novak, Maria Rossi",India,"December 23, 2014",2013,TV-Y,1 Season,TV Comedies,A chilling story about revenge.
s551,Movie,Burning Road Begins,Diego Wang,"Raj Smith, John Sato, Elena Sharma",United States,"February 8, 2011",2006,PG,65 min,"Documentaries, International Movies",A gripping story about love.
s7480,Movie,Golden Garden,Omar Tanaka,"Chen Smith, Liam Rossi, Anna Sato, Omar Brown, Maria Brown, Fatima Garcia, Yuki Lopez, Elena Wilson",South Korea,"January 27, 2009",2009,TV-G,69 min,"Comedies, International Movies",A chilling story about revenge.
s578,Movie,Wild Summer 2,Ahmed Tanaka,"Aarav Tanaka, Liam Tanaka, John Tanaka, Diego Sato, Yuki Smith",,"January 20, 2017",2014,TV-MA,103 min,"Comedies, International Movies",A hilarious story about love.
s5348,Movie,Burning Garden Forever,Hiroshi Wang,"Omar Tanaka, Chen Tanaka, Sofia Smith, Anna Wilson",United States,"October 18, 2012",2011,R,115 min,"Dramas, International Movies",A gripping story about ambition.
s6447,Movie,Last Horizon,Aarav Wang,"Diego Smith, Ahmed Smith, Aarav Wilson, Fatima Wilson, Anna Rossi, Grace Kumar, Diego Sharma",India,"March 22, 2019",2014,TV-G,45 min,Thrillers,A sweeping story about love.
s7495,Movie,Frozen Summer,John Petrov,"Maria Rossi, Chen Smith, Diego Tanaka, Diego Brown, Liam Garcia, Grace Sharma, Omar Kumar, Diego Rossi",United States,"November 7, 2021",2021,TV-G,90 min,Thrillers,A chilling story about revenge.
s7849,Movie,Wild River,Raj Kumar,,Egypt,"October 21, 2021",2021,G,94 min,"Comedies, International Movies",A heartfelt story about survival.
s1391,Movie,Rising Empire II,John Wang,"Fatima Wilson, Chen Tanaka, Maria Garcia, Maria Lopez, Elena Khan, Omar Kumar, Grace Kumar, Maria Garcia",United States,"April 17, 2021",2021,NR,91 min,"Comedies, International Movies",A chilling story about family.
s1159,Movie,Silent Promise II,Yuki Hassan,"Chen Sharma, Diego Sharma, Ahmed Sato, Omar Rossi, Diego Ali, John Novak",,"March 18, 2013",2008,TV-MA,107 min,"Dramas, Independent Movies",A heartfelt story about love.
s4420,Movie,Endless Road,Diego Rossi,"Ahmed Tanaka, John Ali, Raj Garcia, Anna Tanaka",United States,"February 17, 2021",2018,TV-14,100 min,Documentaries,A chilling story about survival.
s2822,Movie,Hidden Kingdom,Grace Khan,"Hiroshi Wilson, Sofia Smith, Chen Lopez, John Kumar, Sofia Lopez",Egypt,"April 5, 2014",2014,NR,116 min,Horror Movies,A chilling story about love.
s6659,TV Show,Endless Road,,"Fatima Khan, Chen Rossi, Sofia Smith, Maria Tanaka, Chen Tanaka, John Khan",,"January 12, 2021",2020,TV-Y7,8 Seasons,Reality TV,A gripping story about family.
s7989,Movie,Silent River,Ahmed Kumar,"Liam Brown, Sofia Lopez, Grace Smith, Aarav Brown",India,"July 20, 2019",2019,TV-G,110 min,Thrillers,A hilarious story about ambition.
s919,Movie,Golden Garden Returns,Aarav Kumar,"Hiroshi Ali, Aarav Sharma, Maria Rossi, Anna Sato, Elena Lopez",Australia,"January 27, 2014",2013,PG-13,63 min,"Comedies, International Movies",A sweeping story about family.
s997,Movie,Rising City Forever,Raj Wang,"Diego Rossi, Fatima Novak, Maria Garcia, Aarav Wang, Anna Garcia, Maria Khan",Australia,"December 6, 2017",2016,PG-13,93 min,Horror Movies,A heartfelt story about family.
s2921,Movie,Dark Night,Aarav Kumar,"Maria Khan, Ahmed Khan, Liam Rossi, Maria Wang, Aarav Novak",Spain ,"September 21, 2017",2017,TV-MA,84 min,"Dramas, Independent Movies",A hilarious story about revenge.
s5001,Movie,Last Dream 2,Maria Sato,"Elena Khan, Maria Wang, Ahmed Tanaka, Raj Lopez, Liam Khan, John Sato, John Brown",France,"November 10, 2015",2015,TV-14,88 min,Thrillers,A gripping story about revenge.
s1677,TV Show,Secret Shadow,,"Raj Wang, Aarav Novak, Omar Brown, Fatima Khan, Diego Petrov",Pakistan,"March 6, 2015",2010,TV-Y7,1 Season,"British TV Shows, TV Dramas",A sweeping story about family.
s5954,Movie,Golden Journey,Liam Brown,"Hiroshi Garcia, Elena Petrov, Hiroshi Ali",Canada,"April 14, 2017",2015,PG-13,123 min,Children & Family Movies,A heartfelt story about survival.
s3370,Movie,Broken Night,Chen Sato,"Omar Petrov, Fatima Tanaka, Liam Hassan, Liam Lopez, Ahmed Wang",India,"February 9, 2021",2017,PG-13,91 min,"Documentaries, International Movies",A heartfelt story about revenge.
s5391,Movie,Dark River Returns,Elena Sharma,,Japan,"February 17, 2010",2010,TV-MA,96 min,Horror Movies,A hilarious story about survival.
s7805,Movie,Wild Empire II,Omar Garcia,"Diego Sato, John Khan, Hiroshi Petrov, Sofia Novak, Yuki Sato, Ahmed Sato, Anna Brown",United States,"July 15, 2021",2018,TV-MA,97 min,"Dramas, Independent Movies",A sweeping story about survival.
s8240,TV Show,Wild Empire,,"Grace Smith, Sofia Hassan, Anna Novak, Omar Brown, Sofia Petrov, Diego Garcia, Liam Sharma, Omar Novak",Mexico,"June 15, 2013",2013,TV-G,1 Season,Docuseries,A gripping story about ambition.
s1724,Movie,Golden Night,Yuki Lopez,,Pakistan,"January 25, 2017",2012,PG,97 min,Comedies,A gripping story about revenge.
s8342,Movie,Secret Summer,Grace Rossi,"Grace Tanaka, Omar Sato, Fatima Sato",United States,"September 10, 2014",2014,NR,89 min,Action & Adventure,A sweeping story about family.
s1540,Movie,Lost Road,Diego Khan,"Raj Tanaka, Elena Tanaka, Anna Sharma, Ahmed Smith, Yuki Tanaka, Ahmed Wilson",United States,"April 2, 2013",2010,G,88 min,Children & Family Movies,A gripping story about ambition.
s3118,Movie,Golden Horizon Begins,Raj Novak,"Elena Novak, Diego Khan, Liam Khan, Grace Wang, Grace Sharma, Sofia Novak",Canada,"June 10, 2011",2010,TV-G,81 min,"Dramas, International Movies",A hilarious story about ambition.
s5955,TV Show,Silent Garden,,"Aarav Brown, Maria Sharma, Maria Tanaka, Elena Sato, John Wilson, Fatima Lopez, Chen Lopez",,"February 17, 2008",2005,TV-PG,1 Season,Kids' TV,A gripping story about revenge.
s5023,Movie,Silent Heart,Raj Ali,"John Sato, Chen Sharma, Chen Sato, John Sharma, Yuki Petrov, Aarav Tanaka, Sofia Tanaka",Canada,"October 28, 2021",2021,TV-14,90 min,Horror Movies,A hilarious story about survival.
s1345,TV Show,  Secret City Forever,,"Grace Ali, Liam Wilson, Grace Wang, Raj Kumar, Ahmed Kumar",United States,"March 7, 2021",2018,TV-PG,2 Seasons,TV Comedies,A gripping story about family.
s1638,TV Show,Crimson Story,,"Maria Khan, Liam Rossi, Omar Smith, Sofia Brown, Aarav Smith, Sofia Sato",Nigeria,"May 13, 2012",2009,TV-PG,6 Seasons,"British TV Shows, TV Dramas",A chilling story about survival.
s6120,Movie,Crimson Dream,Sofia Wang,,Spain,"July 11, 2021",2019,TV-PG,99 min,Documentaries,A gripping story about ambition.
s791,Movie,Lost Promise Forever,Chen Ali,"Hiroshi Sato, Diego Brown, Aarav Wilson, Grace Novak, Sofia Lopez, Yuki Rossi, Anna Sharma, Maria Hassan",India,"November 26, 2019",2016,TV-14,66 min,"Comedies, International Movies",A hilarious story about love.
s2168,Movie,Rising Dream,Sofia Sharma,"Hiroshi Wang, Grace Novak, Raj Rossi, Anna Sharma, Hiroshi Sato, Diego Khan, Yuki Smith, Grace Sharma",United States,"July 28, 2016",2015,PG,127 min,Action & Adventure,A hilarious story about love.
s8266,Movie,Golden Kingdom,Fatima Lopez,"Liam Khan, Aarav Tanaka, Ahmed Sharma",Australia,"February 27, 2010",2008,NR,79 min,Thrillers,A chilling story about revenge.
s4154,Movie,Last Kingdom,Grace Khan,"Hiroshi Lopez, Chen Kumar, Grace Garcia, Chen Lopez, Anna Kumar, Sofia Tanaka, Chen Kumar",Japan,"September 22, 2021",2021,TV-G,111 min,Comedies,A heartfelt story about love.
s7416,Movie,Broken Story,Aarav Wilson,"Hiroshi Kumar, Fatima Ali, Raj Hassan",Turkey,"April 11, 2013",2008,PG,99 min,Action & Adventure,A hilarious story about love.
s1585,TV Show,Frozen Heart,,"Aarav Novak, Sofia Tanaka, Aarav Sato",,"July 11, 2021",2021,TV-G,1 Season,"International TV Shows, TV Dramas",A heartfelt story about love.
s6304,Movie,Burning Journey,Hiroshi Lopez,"Raj Smith, Anna Rossi, Raj Wilson, Raj Hassan, Omar Sato, Diego Sharma, Anna Lopez, Sofia Petrov",India,"June 2, 2013",2010,G,87 min,Comedies,A chilling story about family.
s7049,TV Show,Silent Shadow,Elena Hassan,"Diego Ali, Omar Kumar, Fatima Brown",United States,"October 9, 2008",2004,TV-Y,5 Seasons,Kids' TV,A chilling story about family.
s2407,Movie,Rising Promise,Liam Smith,"Ahmed Sato, Chen Sharma, John Hassan, Fatima Garcia, Ahmed Garcia, Liam Sharma, Aarav Brown",Australia,"August 8, 2014",2012,TV-14,104 min,Horror Movies,A hilarious story about love.
s3731,Movie,Broken Night,Aarav Hassan,"Maria Smith, Sofia Wilson, Elena Wilson, Anna Petrov, Raj Sharma, Raj Tanaka",,"March 9, 2021",2021,TV-G,76 min,Comedies,A hilarious story about love.
s3154,Movie,Last Journey,Fatima Wilson,,United States,"October 5, 2008",2000,PG,105 min,Comedies,A hilarious story about revenge.
s6680,TV Show,Secret Summer,,"Aarav Tanaka, Omar Brown, Fatima Tanaka, Ahmed Ali, John Hassan, Aarav Hassan, Hiroshi Lopez",India,"January 1, 2021",2021,TV-PG,3 Seasons,"International TV Shows, TV Dramas",A hilarious story about family.
s5896,Movie,Frozen Dream,Elena Tanaka,"Ahmed Petrov, Omar Rossi, John Wilson, Maria Sharma, Ahmed Petrov",India,"April 10, 2012",2012,PG,101 min,"Dramas, Independent Movies",A hilarious story about family.
s2866,Movie,Broken Shadow Returns,Grace Lopez,"Elena Sato, Elena Wang, Hiroshi Lopez, Grace Brown, Fatima Ali, Anna Novak, Anna Sharma",United States,"November 12, 2020",2018,TV-MA,119 min,"Documentaries, International Movies",A gripping story about love.
s1946,TV Show,Rising Summer,,"Yuki Smith, Omar Kumar, John Ali, Chen Wang, Yuki Brown, Yuki Hassan, Maria Smith",Japan,"February 19, 2021",2021,TV-MA,6 Seasons,Kids' TV,A sweeping story about ambition.
s2782,Movie,Secret Empire,John Petrov,,Australia,"September 13, 2008",2005,TV-PG,113 min,Documentaries,A heartfelt story about survival.
s5903,Movie,Frozen Horizon,Diego Garcia,"Yuki Hassan, Diego Kumar, Diego Petrov, Fatima Lopez, Ahmed Khan, John Kumar",India,"February 20, 2018",2017,R,94 min,"Dramas, International Movies",A chilling story about family.
s342,Movie,  Dark Heart Forever,Ahmed Novak,"Chen Ali, Liam Wang, Grace Novak",France,"June 15, 2019",2018,TV-MA,148 min,Children & Family Movies,A chilling story about survival.
s3021,Movie,Distant Shadow,Liam Khan,"John Sato, Liam Rossi, John Wang",United States,"December 23, 2017",2016,TV-PG,70 min,Action & Adventure,A heartfelt story about love.
s3649,Movie,Broken Night,Maria Rossi,"Yuki Sharma, Maria Garcia, Liam Wilson, Liam Rossi, Fatima Kumar, Ahmed Petrov, Yuki Wilson, Hiroshi Petrov",United States,"May 19, 2008",2004,TV-PG,79 min,Action & Adventure,A chilling story about revenge.
s5682,Movie,Hidden River,Fatima Kumar,"Yuki Hassan, Hiroshi Sharma, Liam Wilson, Anna Wilson, Raj Ali",United States,"March 9, 2018",2016,NR,76 min,Thrillers,A heartfelt story about family.
s5598,TV Show,Golden Summer 2,Grace Smith,"Anna Sato, Ahmed Ali, Diego Sato, Yuki Kumar, John Hassan, Diego Tanaka, Aarav Hassan",United Kingdom,"July 28, 2009",2008,TV-PG,2 Seasons,"British TV Shows, TV Dramas",A sweeping story about revenge.
s3962,TV Show,Lost Kingdom II,,"Raj Khan, Omar Rossi, John Brown, Raj Sato, Ahmed Khan, Aarav Tanaka, Omar Kumar, Elena Smith",France,"June 4, 2012",2007,TV-MA,2 Seasons,Reality TV,A gripping story about revenge.
s3852,Movie,Silent Horizon Returns,Chen Kumar,"Omar Garcia, Omar Wang, Aarav Petrov, Anna Petrov, Fatima Brown, Raj Hassan",Japan,"October 20, 2021",2021,NR,92 min,"Comedies, International Movies",A hilarious story about ambition.
