show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,duration_number,duration_unit
s1727,Movie,Rising Road II,Chen Novak,"Sofia Garcia, Hiroshi Khan, Liam Rossi",Unknown,2016-09-24,2015,TV-MA,133 min,Documentaries,A gripping story about revenge.,2016,September,133,min
s6279,Movie,Broken Kingdom,Chen Ali,"Yuki Hassan, Hiroshi Brown, Elena Ali, Maria Sato, Sofia Sato, Sofia Tanaka",Spain,2010-12-02,2010,NR,87 min,"Dramas, International Movies",A heartfelt story about survival.,2010,December,87,min
s2534,Movie,Last Horizon Begins,Fatima Hassan,"Hiroshi Sato, Chen Ali, Maria Lopez, Chen Sato, Elena Lopez, Chen Smith",United States,2014-02-17,2011,PG-13,113 min,Thrillers,A hilarious story about love.,2014,February,113,min
s2936,Movie,Burning Road 2,Chen Kumar,"Elena Ali, Liam Novak, Yuki Smith, Yuki Wang, Sofia Kumar",United States,2008-01-21,1999,TV-G,143 min,Children & Family Movies,A chilling story about ambition.,2008,January,143,min
s2101,TV Show,Distant River,Unknown,"Yuki Sharma, Hiroshi Novak, Sofia Lopez, Aarav Garcia",Japan,2015-12-27,2015,TV-Y,2 Seasons,Kids' TV,A heartfelt story about survival.,2015,December,2,Seasons
s3433,Movie,Frozen Story Returns,Liam Ali,"John Smith, Hiroshi Garcia, Aarav Garcia",United States,2012-08-24,2010,R,92 min,Comedies,A hilarious story about survival.,2012,August,92,min
s7428,TV Show,Broken Dream Forever,Unknown,Unknown,Unknown,2021-08-11,2017,TV-Y,5 Seasons,"International TV Shows, TV Dramas",A chilling story about revenge.,2021,August,5,Seasons
s215,Movie,Dark Story,John Rossi,"Raj Hassan, Fatima Ali, Chen Garcia, Chen Rossi, Raj Novak, Ahmed Garcia",India,2015-06-12,2014,TV-PG,81 min,Thrillers,A chilling story about family.,2015,June,81,min
s8428,TV Show,Hidden Story,Unknown,"Ahmed Petrov, Sofia Wilson, Elena Sharma, Elena Kumar, Grace Wang, Anna Kumar, Diego Kumar, Anna Wang",United States,2021-11-11,2021,TV-14,2 Seasons,"Crime TV Shows, TV Dramas",A gripping story about survival.,2021,November,2,Seasons
s2378,Movie,Crimson Story,Liam Brown,Unknown,Pakistan,2020-03-07,2020,TV-PG,93 min,"Dramas, Independent Movies",A chilling story about revenge.,2020,March,93,min
s8539,TV Show,Hidden Heart,Unknown,"Yuki Sato, Sofia Rossi, Diego Wilson, Maria Sato, Anna Petrov, Fatima Novak, John Kumar, Omar Rossi",Canada,2021-07-22,2020,TV-G,2 Seasons,Kids' TV,A sweeping story about ambition.,2021,July,2,Seasons
s7113,Movie,Distant Night,Grace Brown,"Liam Khan, Omar Petrov, Fatima Khan, Omar Petrov, Aarav Hassan, Grace Rossi",India,2021-06-01,2021,NR,116 min,Action & Adventure,A gripping story about survival.,2021,June,116,min
s7466,Movie,Wild Empire,Diego Rossi,"Hiroshi Kumar, Diego Lopez, Omar Hassan, Anna Ali, Fatima Smith, Hiroshi Novak",Japan,2015-06-07,2015,G,114 min,"Documentaries, International Movies",A sweeping story about ambition.,2015,June,114,min
s2785,TV Show,Last Story,Unknown,"Chen Rossi, Elena Wilson, Diego Ali, Elena Rossi",Unknown,2020-06-01,2015,TV-G,1 Season,Reality TV,A hilarious story about family.,2020,June,1,Season
s2803,Movie,Broken Kingdom,Grace Sharma,"Liam Hassan, Omar Khan, Sofia Kumar, Yuki Sharma, Aarav Hassan, Aarav Hassan",India,2013-07-16,2012,R,71 min,Thrillers,A sweeping story about survival.,2013,July,71,min
s5762,Movie,Dark Empire,Elena Novak,"Hiroshi Tanaka, Diego Garcia, Anna Wilson, Ahmed Petrov, Ahmed Khan",Mexico,2016-05-06,2016,TV-MA,123 min,Horror Movies,A heartfelt story about ambition.,2016,May,123,min
s7168,Movie,Lost Promise Begins,Yuki Rossi,"Raj Hassan, Raj Wilson, Maria Khan",Nigeria,2008-07-15,2003,TV-PG,107 min,Documentaries,A gripping story about love.,2008,July,107,min
s8257,TV Show,Distant City Returns,Ahmed Wilson,"Aarav Tanaka, Maria Rossi, Anna Smith, Yuki Kumar",United States,2008-12-07,2008,TV-14,2 Seasons,"British TV Shows, TV Dramas",A chilling story about family.,2008,December,2,Seasons
s4822,Movie,Frozen Kingdom Begins,Unknown,"John Rossi, Hiroshi Garcia, Raj Tanaka, Maria Sato, Chen Kumar",United Kingdom,2021-04-03,2020,NR,88 min,Comedies,A sweeping story about ambition.,2021,April,88,min
s3877,TV Show,Hidden Garden Forever,Unknown,"Aarav Novak, Anna Hassan, John Kumar",United States,2008-01-03,2004,TV-G,4 Seasons,"Crime TV Shows, TV Dramas",A chilling story about survival.,2008,January,4,Seasons
s3652,Movie,Broken Dream II,Anna Hassan,"Chen Sharma, Chen Brown, Chen Khan, Liam Petrov, Chen Rossi",United States,2021-03-21,2021,NR,125 min,Documentaries,A gripping story about ambition.,2021,March,125,min
s6085,TV Show,Hidden River Forever,Unknown,"Liam Kumar, Yuki Lopez, Chen Garcia, Grace Ali, Omar Wang, Fatima Tanaka",Germany,2008-11-18,2005,TV-14,1 Season,Kids' TV,A hilarious story about revenge.,2008,November,1,Season
s2071,Movie,Hidden Journey II,Fatima Ali,"Omar Khan, Ahmed Novak, Grace Tanaka, Omar Tanaka, Anna Hassan",United States,2021-10-18,2021,G,60 min,Children & Family Movies,A sweeping story about survival.,2021,October,60,min
s5611,Movie,Secret Kingdom,Liam Ali,"Omar Sharma, Aarav Sharma, Yuki Garcia, Anna Wilson",Canada,2020-06-22,2019,R,85 min,Children & Family Movies,A sweeping story about survival.,2020,June,85,min
s2833,Movie,Silent Shadow,Anna Brown,"Omar Sato, Yuki Sharma, Diego Brown, Sofia Sato, Yuki Novak, Omar Petrov, Elena Sato, Hiroshi Hassan",India,2012-06-28,2010,TV-14,109 min,Action & Adventure,A chilling story about family.,2012,June,109,min
s3915,Movie,Wild River,Diego Wang,"John Khan, Maria Sato, Omar Hassan, Aarav Ali",United States,2021-05-22,2020,TV-MA,45 min,Documentaries,A gripping story about revenge.,2021,May,45,min
s2522,Movie,Distant River,Anna Wang,"Diego Wang, Fatima Tanaka, Fatima Smith, Chen Petrov, John Brown, Chen Garcia, Yuki Novak",India,2017-07-18,2012,R,88 min,"Documentaries, International Movies",A sweeping story about love.,2017,July,88,min
s5403,Movie,Lost Shadow,Hiroshi Ali,"Anna Sato, Anna Khan, Elena Garcia, Raj Petrov, Diego Tanaka, Chen Sharma, Anna Brown, Yuki Kumar",India,2011-01-19,2010,TV-G,135 min,Children & Family Movies,A gripping story about family.,2011,January,135,min
s4705,TV Show,Silent Shadow,Raj Sharma,"John Sharma, Hiroshi Lopez, Aarav Smith, John Khan",South Korea,2021-08-07,2021,TV-G,6 Seasons,Docuseries,A chilling story about ambition.,2021,August,6,Seasons
s7433,Movie,Secret Promise Returns,Yuki Novak,"Fatima Ali, Grace Hassan, Raj Hassan, Elena Garcia, Elena Brown, Grace Lopez, Diego Brown, Fatima Wang",United States,2013-08-10,2013,TV-14,47 min,Horror Movies,A heartfelt story about ambition.,2013,August,47,min
s5116,Movie,Broken Promise Begins,Diego Lopez,"Anna Novak, Aarav Petrov, Omar Wilson, Grace Hassan, Elena Smith",Unknown,2018-10-01,2015,R,110 min,"Documentaries, International Movies",A heartfelt story about revenge.,2018,October,110,min
s6064,TV Show,Rising Story,Aarav Sato,"Diego Sharma, Ahmed Wang, Ahmed Sato",Nigeria,2009-12-16,2004,TV-Y,5 Seasons,Docuseries,A chilling story about revenge.,2009,December,5,Seasons
s1948,Movie,Dark Garden Forever,Maria Garcia,"Hiroshi Hassan, Grace Kumar, Maria Ali, Raj Lopez, Yuki Khan, Aarav Wilson, Raj Petrov, John Kumar",Unknown,2021-10-11,2021,G,106 min,"Dramas, International Movies",A chilling story about ambition.,2021,October,106,min
s4594,Movie,Secret Empire,Fatima Hassan,"Elena Wang, Maria Lopez, Fatima Sharma, Sofia Garcia, Yuki Ali, Fatima Khan, Raj Smith",United States,2013-08-06,2013,PG-13,94 min,"Dramas, Independent Movies",A chilling story about family.,2013,August,94,min
s3767,TV Show,Wild Night Returns,Unknown,"Chen Khan, Chen Hassan, Ahmed Garcia, Chen Khan",China,2008-02-05,2001,TV-PG,3 Seasons,TV Comedies,A gripping story about survival.,2008,February,3,Seasons
s4461,Movie,Frozen Empire Begins,Aarav Hassan,"Maria Sharma, Omar Wilson, Liam Hassan",Spain,2009-12-28,2008,PG-13,105 min,"Documentaries, International Movies",A heartfelt story about survival.,2009,December,105,min
s2338,TV Show,Broken Summer,Unknown,"Yuki Wilson, Diego Khan, Fatima Hassan, John Brown, John Kumar, Yuki Smith, Maria Sharma",India,2019-04-03,2017,TV-Y7,1 Season,"British TV Shows, TV Dramas",A heartfelt story about love.,2019,April,1,Season
s1669,Movie,Hidden Heart,Raj Wang,Unknown,Nigeria,2011-04-05,2011,NR,140 min,Documentaries,A sweeping story about survival.,2011,April,140,min
s7414,Movie,Crimson Road,Raj Tanaka,"Fatima Rossi, Hiroshi Ali, Anna Petrov",Unknown,2008-02-09,2008,G,164 min,Thrillers,A sweeping story about love.,2008,February,164,min
s3965,TV Show,Dark City,Unknown,"Elena Novak, Raj Smith, Omar Hassan, Diego Khan",Unknown,2020-04-24,2020,TV-Y7,4 Seasons,Reality TV,A hilarious story about ambition.,2020,April,4,Seasons
s8328,TV Show,Silent Journey,Unknown,"John Novak, Elena Wilson, Elena Khan, Hiroshi Sharma, Yuki Garcia",Canada,2008-11-21,2004,TV-PG,3 Seasons,Anime Series,A sweeping story about survival.,2008,November,3,Seasons
s6612,Movie,Endless Story,Fatima Rossi,"Fatima Garcia, Maria Garcia, John Petrov, Yuki Kumar",South Korea,2015-06-28,2015,PG-13,101 min,Documentaries,A chilling story about family.,2015,June,101,min
s4701,TV Show,Wild River,Unknown,"Aarav Smith, John Wilson, Diego Petrov, Sofia Hassan, Elena Lopez, Elena Tanaka, Hiroshi Sato",South Korea,2021-10-04,2021,TV-Y,2 Seasons,Reality TV,A gripping story about family.,2021,October,2,Seasons
s67,Movie,Endless Dream,Maria Tanaka,"Aarav Hassan, Fatima Novak, Anna Rossi, Raj Khan",Japan,2014-01-22,2014,NR,153 min,Action & Adventure,A gripping story about ambition.,2014,January,153,min
s452,TV Show,Dark River Returns,Unknown,"Sofia Lopez, Omar Tanaka, Elena Brown",India,2021-02-16,2018,TV-Y,3 Seasons,Kids' TV,A sweeping story about family.,2021,February,3,Seasons
s7830,TV Show,Golden River,Unknown,"Liam Sharma, Yuki Wilson, John Wilson, Fatima Tanaka, Elena Petrov, Sofia Rossi, Yuki Rossi",United States,2008-01-22,2000,TV-14,3 Seasons,Kids' TV,A heartfelt story about ambition.,2008,January,3,Seasons
s388,Movie,Distant Promise,Aarav Hassan,"Aarav Novak, Hiroshi Ali, Maria Sharma, Fatima Petrov, Yuki Lopez, Grace Novak",United Kingdom,2010-06-22,2010,TV-14,83 min,Horror Movies,A hilarious story about family.,2010,June,83,min
s3089,Movie,Last Journey,Chen Petrov,"Yuki Novak, John Smith, Sofia Garcia",Japan,2019-11-09,2016,R,72 min,"Dramas, Independent Movies",A hilarious story about survival.,2019,November,72,min
s2259,Movie,Secret Dream,Maria Kumar,"Fatima Novak, Sofia Garcia, Hiroshi Hassan, Omar Novak, Omar Brown",Unknown,2021-02-23,2021,PG-13,88 min,Children & Family Movies,A heartfelt story about revenge.,2021,February,88,min
s126,TV Show,Dark Horizon,Omar Khan,"John Wilson, Ahmed Hassan, Yuki Sato, Hiroshi Lopez, Elena Sato, Anna Ali, Omar Tanaka, Chen Kumar",India,2013-12-04,2012,TV-MA,1 Season,Kids' TV,A gripping story about love.,2013,December,1,Season
s4240,Movie,Frozen Night II,John Lopez,"Yuki Hassan, Hiroshi Kumar, Yuki Sharma, Omar Garcia, Elena Smith",Germany,2017-07-07,2014,TV-14,111 min,"Dramas, International Movies",A sweeping story about revenge.,2017,July,111,min
s3503,Movie,Secret Garden,Aarav Ali,"Hiroshi Sharma, Ahmed Garcia, Fatima Novak, Sofia Kumar, Ahmed Sato, John Smith, Ahmed Wilson",United States,2016-05-16,2015,PG,109 min,Comedies,A chilling story about survival.,2016,May,109,min
s3765,TV Show,Rising Shadow,Unknown,"Ahmed Hassan, Elena Garcia, Aarav Lopez",United States,2017-05-02,2015,TV-Y7,2 Seasons,"International TV Shows, TV Dramas",A hilarious story about survival.,2017,May,2,Seasons
s8034,TV Show,Last Kingdom II,Unknown,"Elena Garcia, Hiroshi Brown, Grace Wilson, Fatima Novak, Yuki Wilson",India,2019-02-13,2018,TV-MA,6 Seasons,Kids' TV,A chilling story about love.,2019,February,6,Seasons
s8490,TV Show,Rising Kingdom,Unknown,"Elena Wilson, Sofia Rossi, Anna Sharma, Elena Kumar",India,2014-10-08,2012,TV-PG,2 Seasons,TV Comedies,A hilarious story about love.,2014,October,2,Seasons
s1798,Movie,Rising Dream,Raj Wang,"Grace Ali, Raj Petrov, Maria Hassan",United States,2021-02-04,2021,NR,68 min,"Documentaries, International Movies",A hilarious story about love.,2021,February,68,min
s2765,Movie,Endless Horizon,Hiroshi Ali,"Fatima Wilson, Raj Ali, Yuki Novak, Omar Wang, Maria Sato, Grace Rossi, Omar Sato, Grace Sharma",Unknown,2014-12-28,2013,PG-13,75 min,Documentaries,A hilarious story about family.,2014,December,75,min
s7353,Movie,Silent Promise,Sofia Sharma,"Yuki Petrov, Ahmed Kumar, Grace Tanaka",India,2014-06-03,2013,TV-MA,119 min,Thrillers,A chilling story about family.,2014,June,119,min
s3180,Movie,Wild Kingdom Forever,Anna Sato,"Elena Sato, Diego Petrov, Elena Tanaka, Hiroshi Tanaka, Omar Hassan, Chen Smith",Canada,2014-02-26,2013,G,85 min,Action & Adventure,A hilarious story about family.,2014,February,85,min
s6602,Movie,Last Summer,Raj Wang,"Liam Tanaka, Diego Ali, Sofia Wang, Hiroshi Sharma, Raj Lopez, John Khan, Maria Garcia, Elena Sato",United States,2010-02-09,2007,NR,93 min,Documentaries,A heartfelt story about revenge.,2010,February,93,min
s8288,Movie,Rising Dream,John Sato,"Ahmed Khan, Grace Sato, Fatima Rossi, Omar Garcia, Elena Tanaka, Sofia Rossi",India,2014-01-17,2013,TV-PG,104 min,Comedies,A gripping story about family.,2014,January,104,min
s3551,TV Show,Crimson Dream,Omar Khan,"Chen Brown, Elena Wang, Raj Petrov",China,2021-08-08,2021,TV-14,4 Seasons,"Crime TV Shows, TV Dramas",A hilarious story about family.,2021,August,4,Seasons
s6677,TV Show,Hidden Promise,Unknown,Unknown,United States,2015-07-22,2010,TV-PG,5 Seasons,"International TV Shows, TV Dramas",A hilarious story about ambition.,2015,July,5,Seasons
s7578,Movie,Endless Dream,Elena Petrov,"Hiroshi Brown, Omar Rossi, Aarav Petrov, Diego Sato, Yuki Hassan, Yuki Ali, Raj Sharma",India,2017-11-10,2014,PG-13,70 min,Documentaries,A hilarious story about love.,2017,November,70,min
s3748,TV Show,Rising Road,Unknown,"Yuki Smith, Sofia Petrov, Chen Ali, Chen Sato, Hiroshi Rossi, Ahmed Khan",India,2021-05-25,2021,TV-14,1 Season,Reality TV,A hilarious story about family.,2021,May,1,Season
s7729,Movie,Dark Dream,Anna Lopez,"Liam Garcia, Anna Wilson, Sofia Brown, Ahmed Wang, Diego Novak",Nigeria,2013-07-06,2013,TV-MA,125 min,Action & Adventure,A gripping story about ambition.,2013,July,125,min
s7726,Movie,Dark River,John Wang,"Diego Brown, Maria Lopez, Liam Khan, Chen Brown, Aarav Kumar, Grace Khan, Yuki Khan",Mexico,2008-05-15,1996,TV-14,122 min,"Dramas, International Movies",A chilling story about survival.,2008,May,122,min
s1628,Movie,Hidden Empire,Hiroshi Sato,"Maria Sato, Ahmed Brown, Diego Brown, Aarav Garcia, Sofia Tanaka",Unknown,2018-07-17,2015,TV-MA,117 min,Horror Movies,A chilling story about family.,2018,July,117,min
s1195,Movie,Lost Heart II,Raj Smith,"Yuki Tanaka, Anna Sharma, Aarav Smith, Elena Petrov",Canada,2008-02-24,2001,TV-MA,83 min,Comedies,A gripping story about love.,2008,February,83,min
s5601,Movie,Dark Summer,Fatima Sato,Unknown,Canada,2021-08-09,2019,NR,126 min,Comedies,A heartfelt story about survival.,2021,August,126,min
s5241,Movie,Hidden Story,Yuki Kumar,"Sofia Sato, Elena Sato, Ahmed Sharma, Omar Brown, Maria Smith, Sofia Hassan, Hiroshi Wang",United States,2009-06-09,2004,TV-PG,92 min,"Documentaries, International Movies",A hilarious story about ambition.,2009,June,92,min
s4779,Movie,Dark Horizon,Fatima Petrov,Unknown,France,2019-06-28,2018,R,135 min,Horror Movies,A heartfelt story about ambition.,2019,June,135,min
s4186,Movie,Golden Kingdom,Liam Khan,"John Sharma, Maria Brown, Ahmed Lopez",United States,2008-03-21,2000,PG,99 min,Action & Adventure,A gripping story about survival.,2008,March,99,min
s6366,Movie,Broken Night,Ahmed Hassan,"Maria Wilson, Omar Sato, Maria Brown",United States,2010-06-17,2009,TV-G,130 min,"Documentaries, International Movies",A hilarious story about family.,2010,June,130,min
s3299,Movie,Last Journey Forever,Maria Lopez,"Grace Wang, Yuki Wang, Ahmed Khan",Spain,2020-05-03,2015,R,116 min,Thrillers,A heartfelt story about love.,2020,May,116,min
s973,Movie,Lost Dream Begins,Raj Rossi,"Hiroshi Hassan, Liam Kumar, Fatima Khan, Elena Smith, Aarav Brown, Yuki Smith, Liam Ali",Pakistan,2014-04-25,2013,G,77 min,Action & Adventure,A gripping story about family.,2014,April,77,min
s7276,TV Show,Burning Story Returns,Unknown,"Hiroshi Wilson, Liam Petrov, Diego Wang, Anna Hassan, Hiroshi Sharma, Yuki Tanaka",South Korea,2021-12-28,2021,TV-PG,3 Seasons,Anime Series,A heartfelt story about ambition.,2021,December,3,Seasons
s1693,TV Show,Burning Garden,Unknown,"John Sato, Grace Ali, Grace Kumar",United States,2008-09-07,2007,TV-Y,5 Seasons,"International TV Shows, TV Dramas",A chilling story about ambition.,2008,September,5,Seasons
s6617,TV Show,Golden Shadow,Unknown,"Diego Smith, Elena Rossi, Sofia Kumar, Maria Garcia, Sofia Khan, Anna Rossi, Chen Garcia, Omar Hassan",Mexico,2014-04-04,2013,TV-MA,3 Seasons,"International TV Shows, TV Dramas",A heartfelt story about love.,2014,April,3,Seasons
s1183,Movie,Last Story Returns,Diego Tanaka,"Anna Petrov, Sofia Sharma, Anna Sato, Sofia Ali, John Sato",United States,2016-10-01,2014,NR,105 min,Children & Family Movies,A sweeping story about love.,2016,October,105,min
s4029,Movie,Lost Journey,Yuki Brown,"Omar Wang, Fatima Khan, Yuki Smith, Raj Hassan, Ahmed Rossi, Ahmed Wang, Diego Hassan, John Petrov",India,2021-07-19,2020,G,80 min,Horror Movies,A gripping story about revenge.,2021,July,80,min
s4720,Movie,Hidden City Begins,Omar Khan,"Diego Sharma, Fatima Rossi, Liam Novak, Sofia Khan",United States,2008-03-10,2003,TV-14,119 min,Action & Adventure,A sweeping story about revenge.,2008,March,119,min
s3339,TV Show,Wild Shadow Begins,Unknown,"Yuki Petrov, Raj Kumar, Diego Garcia",United Kingdom,2008-03-26,1999,TV-G,1 Season,Docuseries,A chilling story about family.,2008,March,1,Season
s2340,Movie,Hidden Horizon,Diego Wang,"Maria Smith, Hiroshi Hassan, Liam Lopez, Sofia Smith, John Wilson, Raj Sharma, Diego Khan, Grace Khan",United States,2010-11-27,2008,TV-G,61 min,"Documentaries, International Movies",A hilarious story about ambition.,2010,November,61,min
s2619,Movie,Frozen Shadow Begins,Liam Brown,"Liam Rossi, Grace Novak, Elena Novak, Ahmed Sharma, Raj Kumar, Chen Garcia, Aarav Rossi",United States,2008-08-12,2005,G,105 min,"Dramas, Independent Movies",A heartfelt story about survival.,2008,August,105,min
s7375,Movie,Crimson Summer,Raj Sharma,"Grace Wilson, Chen Sharma, Hiroshi Petrov",Germany,2009-10-19,2008,G,113 min,Thrillers,A gripping story about ambition.,2009,October,113,min
s5370,Movie,Distant Dream,Yuki Novak,"Anna Khan, Liam Wilson, Grace Khan, Elena Smith, Omar Petrov, Elena Wilson",Unknown,2014-04-24,2011,TV-14,89 min,Comedies,A heartfelt story about revenge.,2014,April,89,min
s1979,Movie,Broken Promise II,Raj Khan,"Diego Tanaka, Liam Hassan, Diego Smith, Liam Ali, Chen Wang, Omar Garcia",India,2019-02-14,2016,R,100 min,"Comedies, International Movies",A gripping story about love.,2019,February,100,min
s7257,TV Show,Lost Empire,Unknown,Unknown,India,2008-06-03,2005,TV-G,2 Seasons,"British TV Shows, TV Dramas",A heartfelt story about love.,2008,June,2,Seasons
s2312,Movie,Burning Empire,Omar Hassan,"Sofia Garcia, Fatima Lopez, Sofia Tanaka",United States,2017-11-21,2016,TV-G,126 min,Thrillers,A heartfelt story about ambition.,2017,November,126,min
s4517,TV Show,Silent Kingdom,Unknown,"Anna Wang, Liam Khan, Liam Petrov",United States,2009-06-05,2004,TV-Y7,6 Seasons,"International TV Shows, TV Dramas",A heartfelt story about family.,2009,June,6,Seasons
s2879,TV Show,Secret Kingdom,Unknown,"Grace Rossi, Grace Brown, Maria Petrov, Hiroshi Rossi, Yuki Petrov, Omar Smith, Aarav Smith, Aarav Novak",Australia,2015-10-23,2015,TV-14,1 Season,"British TV Shows, TV Dramas",A hilarious story about family.,2015,October,1,Season
